,filename,fileid,char_start_offset_edu,char_end_offset_edu,speech_edu_id,text_edu,Conflict_Type,Conflict_Target,Target_Country_Name,Conflict_Target_2,Target_Country_Name_2,Conflict_Target_Intermediate,Conflict_Target_Intermediate_2,char_start_offset_edu_original,char_end_offset_edu_original,speech_sentence_id,paragraph_id,paragraph_id_consecutive,paragraph_id_consecutive_per_file,Conflict_IDs,rstree_nodeid,rstree_nodeid_chain,rstree_relation_leaf,rstree_relation_chain,tokenized_edus,len_tokens_edus,sentence_id_consecutive,sentence_id_consecutive_per_file,rstree_edges,sat_value_rstree,rstree_nodeid_chain_subtree,rstree_relation_chain_subtree,rstree_edges_subtree,sat_value_subtree
35,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,2660,2716,35,The View of the people of Crimea was once again ignored.,Indirect_NegEval,Underspecified,Underdefined,_,_,Law_Policy,_,2666,2722,22,12,6,6,9.0,36,"['36', '35', '78', '79', '91', '90', '92', '69', '93']",result,"['result', 'result_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['The', 'View', 'of', 'the', 'people', 'of', 'Crimea', 'was', 'once', 'again', 'ignored', '.']",12,16,16,9,7,"['36', '35', '78', '79']","['result', 'result_nucleus', 'sequence', 'joint']",4,2
36,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,2717,2837,36,"After the fall of the Soviet Union, for more than 20 years Crimea attempted to exercise its right to self-determination.",_,_,_,_,_,_,_,2723,2843,23,12,6,6,10.0,37,"['37', '80', '79', '91', '90', '92', '69', '93']",antithesis_nucleus,"['antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['After', 'the', 'fall', 'of', 'the', 'Soviet', 'Union', ',', 'for', 'more', 'than', '20', 'years', 'Crimea', 'attempted', 'to', 'exercise', 'its', 'right', 'to', 'self', '-', 'determination', '.']",24,17,17,8,6,"['37', '80', '79']","['antithesis_nucleus', 'sequence', 'joint']",3,1
37,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,2838,2892,37,"In January 1991, a referendum was conducted in Crimea,",_,_,_,_,_,_,_,2845,2899,25,14,7,7,11.0,38,"['38', '81', '83', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",result_nucleus,"['result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['In', 'January', '1991', ',', 'a', 'referendum', 'was', 'conducted', 'in', 'Crimea', ',']",11,18,18,13,10,"['38', '81', '83', '85']","['result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus']",4,3
38,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,2893,2988,38,resulting in the adoption of a law in Ukraine regarding the establishment of autonomous Crimea.,_,_,_,_,_,_,_,2900,2995,25,14,7,7,11.0,39,"['39', '38', '81', '83', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",result,"['result', 'result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['resulting', 'in', 'the', 'adoption', 'of', 'a', 'law', 'in', 'Ukraine', 'regarding', 'the', 'establishment', 'of', 'autonomous', 'Crimea', '.']",16,18,18,14,11,"['39', '38', '81', '83', '85']","['result', 'result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus']",5,4
39,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,2989,3078,39,"In September 1991, the High Council of Crimea adopted a declaration on State sovereignty.",_,_,_,_,_,_,_,2996,3085,26,14,7,7,11.0,40,"['40', '83', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",sequence,"['sequence', 'antithesis', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['In', 'September', '1991', ',', 'the', 'High', 'Council', 'of', 'Crimea', 'adopted', 'a', 'declaration', 'on', 'State', 'sovereignty', '.']",16,19,19,12,9,"['40', '83', '85']","['sequence', 'antithesis', 'sameunit_nucleus']",3,2
40,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3079,3127,40,"In 1992, the constitution of Crimea was adopted,",_,_,_,_,_,_,_,3086,3134,27,14,7,7,11.0,41,"['41', '82', '83', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",result_nucleus,"['result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['In', '1992', ',', 'the', 'constitution', 'of', 'Crimea', 'was', 'adopted', ',']",10,20,20,13,10,"['41', '82', '83', '85']","['result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus']",4,3
41,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3128,3181,41,declaring Crimea an independent state within Ukraine.,_,_,_,_,_,_,_,3135,3188,27,14,7,7,11.0,42,"['42', '41', '82', '83', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",result,"['result', 'result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['declaring', 'Crimea', 'an', 'independent', 'state', 'within', 'Ukraine', '.']",8,20,20,14,11,"['42', '41', '82', '83', '85']","['result', 'result_nucleus', 'sequence', 'antithesis', 'sameunit_nucleus']",5,4
42,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3182,3199,42,"However, in 1995,",Direct_NegEval,Country,ukraine,_,_,-NONE-,_,3189,3206,28,14,7,7,12.0,43,"['43', '84', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",cause_nucleus,"['cause_nucleus', 'sameunit', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['However', ',', 'in', '1995', ',']",5,21,21,12,9,"['43', '84', '85']","['cause_nucleus', 'sameunit', 'sameunit_nucleus']",3,2
43,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3200,3277,43,"through a decision of the Ukrainian authorities and the President of Ukraine,",Direct_NegEval,Country,ukraine,_,_,-NONE-,_,3207,3284,28,14,7,7,12.0,44,"['44', '43', '84', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",cause,"['cause', 'cause_nucleus', 'sameunit', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['through', 'a', 'decision', 'of', 'the', 'Ukrainian', 'authorities', 'and', 'the', 'President', 'of', 'Ukraine', ',']",13,21,21,13,10,"['44', '43', '84', '85']","['cause', 'cause_nucleus', 'sameunit', 'sameunit_nucleus']",4,3
44,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3278,3353,44,"the constitution was annulled, without the agreement of the Crimean people.",Direct_NegEval,Country,ukraine,_,_,-NONE-,_,3285,3360,28,14,7,7,12.0,45,"['45', '85', '86', '37', '80', '79', '91', '90', '92', '69', '93']",sameunit,"['sameunit', 'sameunit_nucleus', 'antithesis', 'antithesis_nucleus', 'sequence', 'joint', 'antithesis', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['the', 'constitution', 'was', 'annulled', ',', 'without', 'the', 'agreement', 'of', 'the', 'Crimean', 'people', '.']",13,21,21,11,8,"['45', '85']","['sameunit', 'sameunit_nucleus']",2,1
45,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3354,3479,45,We set out a number of other arguments in favour of the legality of the Crimean referendum at the Council meeting on 13 March,_,_,_,_,_,_,_,3362,3487,30,16,8,8,13.0,46,"['46', '88', '89', '90', '92', '69', '93']",evidence_nucleus,"['evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['We', 'set', 'out', 'a', 'number', 'of', 'other', 'arguments', 'in', 'favour', 'of', 'the', 'legality', 'of', 'the', 'Crimean', 'referendum', 'at', 'the', 'Council', 'meeting', 'on', '13', 'March']",24,22,22,7,7,['46'],['evidence_nucleus'],1,1
46,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3480,3496,46,(see S/PV.7134).,_,_,_,_,_,_,_,3488,3504,30,16,8,8,13.0,47,"['47', '46', '88', '89', '90', '92', '69', '93']",evidence,"['evidence', 'evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['(', 'see', 'S', '/', 'PV.7134', ')', '.']",7,22,22,8,8,"['47', '46']","['evidence', 'evidence_nucleus']",2,2
47,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3497,3530,47,"In conclusion, we wish to confirm",_,_,_,_,_,_,_,3506,3539,32,18,9,9,14.0,48,"['48', '49', '89', '90', '92', '69', '93']",attribution,"['attribution', 'attribution_nucleus', 'circumstance_nucleus', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['In', 'conclusion', ',', 'we', 'wish', 'to', 'confirm']",7,23,23,7,7,"['48', '49']","['attribution', 'attribution_nucleus']",2,2
48,UNSC_2014_SPV.7138_spch002_edu_Russian_Federation.txt,UNSC_2014_SPV.7138_spch002,3531,3617,48,that we will respect the will of the Crimean people during the referendum of 16 March.,_,_,_,_,_,_,_,3540,3626,32,18,9,9,14.0,49,"['49', '89', '90', '92', '69', '93']",attribution_nucleus,"['attribution_nucleus', 'circumstance_nucleus', 'antithesis_nucleus', 'elaboration', 'elaboration_nucleus', 'root']","['that', 'we', 'will', 'respect', 'the', 'will', 'of', 'the', 'Crimean', 'people', 'during', 'the', 'referendum', 'of', '16', 'March', '.']",17,23,23,6,6,['49'],['attribution_nucleus'],1,1
49,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,0,110,0,The United States deeply appreciates the support from our colleagues around the table and from the many States,_,_,_,_,_,_,_,0,110,0,0,10,0,15.0,1,"['1', '107', '110', '129', '128', '130', '207', '208']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'preparation', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['The', 'United', 'States', 'deeply', 'appreciates', 'the', 'support', 'from', 'our', 'colleagues', 'around', 'the', 'table', 'and', 'from', 'the', 'many', 'States']",18,24,0,8,7,"['1', '107', '110']","['e-elaboration_nucleus', 'preparation', 'preparation_nucleus']",3,3
50,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,111,172,1,that have called for a peaceful end to the crisis in Ukraine.,_,_,_,_,_,_,_,111,172,0,0,10,0,15.0,2,"['2', '1', '107', '110', '129', '128', '130', '207', '208']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'preparation', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['that', 'have', 'called', 'for', 'a', 'peaceful', 'end', 'to', 'the', 'crisis', 'in', 'Ukraine', '.']",13,24,0,9,8,"['2', '1', '107', '110']","['e-elaboration', 'e-elaboration_nucleus', 'preparation', 'preparation_nucleus']",4,4
51,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,173,219,2,"This is, however, a sad and remarkable moment.",_,_,_,_,_,_,_,173,219,1,0,10,0,15.0,3,"['3', '108', '110', '129', '128', '130', '207', '208']",reason-S_nucleus,"['reason-S_nucleus', 'reason-S_nucleus', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['This', 'is', ',', 'however', ',', 'a', 'sad', 'and', 'remarkable', 'moment', '.']",11,25,1,8,7,"['3', '108', '110']","['reason-S_nucleus', 'reason-S_nucleus', 'preparation_nucleus']",3,3
52,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,220,322,3,It is the seventh time that the Security Council has convened to discuss the urgent crisis in Ukraine.,_,_,_,_,_,_,_,220,322,2,0,10,0,15.0,4,"['4', '3', '108', '110', '129', '128', '130', '207', '208']",reason-S,"['reason-S', 'reason-S_nucleus', 'reason-S_nucleus', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['It', 'is', 'the', 'seventh', 'time', 'that', 'the', 'Security', 'Council', 'has', 'convened', 'to', 'discuss', 'the', 'urgent', 'crisis', 'in', 'Ukraine', '.']",19,26,2,9,8,"['4', '3', '108', '110']","['reason-S', 'reason-S_nucleus', 'reason-S_nucleus', 'preparation_nucleus']",4,4
53,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,323,356,4,The Council is meeting on Ukraine,_,_,_,_,_,_,_,323,356,3,0,10,0,15.0,5,"['5', '109', '108', '110', '129', '128', '130', '207', '208']",reason-S_nucleus,"['reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['The', 'Council', 'is', 'meeting', 'on', 'Ukraine']",6,27,3,9,8,"['5', '109', '108', '110']","['reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus']",4,4
54,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,357,413,5,because it is the job of this body to stand up for peace,_,_,_,_,_,_,_,357,413,3,0,10,0,15.0,6,"['6', '111', '5', '109', '108', '110', '129', '128', '130', '207', '208']",conjunction,"['conjunction', 'reason-S', 'reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['because', 'it', 'is', 'the', 'job', 'of', 'this', 'body', 'to', 'stand', 'up', 'for', 'peace']",13,27,3,11,10,"['6', '111', '5', '109', '108', '110']","['conjunction', 'reason-S', 'reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus']",6,6
55,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,414,444,6,and to defend those in danger.,_,_,_,_,_,_,_,414,444,3,0,10,0,15.0,7,"['7', '111', '5', '109', '108', '110', '129', '128', '130', '207', '208']",conjunction,"['conjunction', 'reason-S', 'reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['and', 'to', 'defend', 'those', 'in', 'danger', '.']",7,27,3,11,10,"['7', '111', '5', '109', '108', '110']","['conjunction', 'reason-S', 'reason-S_nucleus', 'reason-S', 'reason-S_nucleus', 'preparation_nucleus']",6,6
56,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,445,465,7,"We have heard a lot,",_,_,_,_,_,_,_,446,466,5,2,11,1,16.0,8,"['8', '112', '113', '115', '117', '118', '120', '128', '130', '207', '208']",circumstance_nucleus,"['circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['We', 'have', 'heard', 'a', 'lot', ',']",6,28,4,11,9,"['8', '112', '113', '115', '117', '118', '120']","['circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",7,6
57,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,466,510,8,"each time that the Security Council has met,",_,_,_,_,_,_,_,467,511,5,2,11,1,16.0,9,"['9', '8', '112', '113', '115', '117', '118', '120', '128', '130', '207', '208']",circumstance,"['circumstance', 'circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['each', 'time', 'that', 'the', 'Security', 'Council', 'has', 'met', ',']",9,28,4,12,10,"['9', '8', '112', '113', '115', '117', '118', '120']","['circumstance', 'circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",8,7
58,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,511,553,9,about the echoes and relevance of history.,_,_,_,_,_,_,_,512,554,5,2,11,1,16.0,10,"['10', '113', '115', '117', '118', '120', '128', '130', '207', '208']",sameunit,"['sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['about', 'the', 'echoes', 'and', 'relevance', 'of', 'history', '.']",8,28,4,10,8,"['10', '113', '115', '117', '118', '120']","['sameunit', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",6,5
59,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,554,639,10,"We have heard, for example, about the pleas of the brave democrats of Hungary in 1956",_,_,_,_,_,_,_,555,640,6,2,11,1,16.0,11,"['11', '114', '113', '115', '117', '118', '120', '128', '130', '207', '208']",conjunction,"['conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['We', 'have', 'heard', ',', 'for', 'example', ',', 'about', 'the', 'pleas', 'of', 'the', 'brave', 'democrats', 'of', 'Hungary', 'in', '1956']",18,29,5,11,10,"['11', '114', '113', '115', '117', '118', '120']","['conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",7,7
60,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,640,664,11,and about the dark chill,_,_,_,_,_,_,_,641,665,6,2,11,1,16.0,12,"['12', '209', '114', '113', '115', '117', '118', '120', '128', '130', '207', '208']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['and', 'about', 'the', 'dark', 'chill']",5,29,5,12,11,"['12', '209', '114', '113', '115', '117', '118', '120']","['e-elaboration_nucleus', 'conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",8,8
61,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,665,706,12,that dashed the dreams of Czechs in 1968.,_,_,_,_,_,_,_,666,707,6,2,11,1,16.0,13,"['13', '12', '209', '114', '113', '115', '117', '118', '120', '128', '130', '207', '208']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['that', 'dashed', 'the', 'dreams', 'of', 'Czechs', 'in', '1968', '.']",9,29,5,13,12,"['13', '12', '209', '114', '113', '115', '117', '118', '120']","['e-elaboration', 'e-elaboration_nucleus', 'conjunction', 'elaboration', 'sameunit_nucleus', 'background', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",9,9
62,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,707,754,13,We still have the time and the collective power,_,_,_,_,_,_,_,708,755,7,2,11,1,16.0,14,"['14', '117', '118', '120', '128', '130', '207', '208']",purpose_nucleus,"['purpose_nucleus', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['We', 'still', 'have', 'the', 'time', 'and', 'the', 'collective', 'power']",9,30,6,8,7,"['14', '117', '118', '120']","['purpose_nucleus', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",4,4
63,UNSC_2014_SPV.7138_spch004_edu_United_States_Of_America.txt,UNSC_2014_SPV.7138_spch004,755,804,14,to ensure that the past does not become prologue.,_,_,_,_,_,_,_,756,805,7,2,11,1,16.0,15,"['15', '14', '117', '118', '120', '128', '130', '207', '208']",purpose,"['purpose', 'purpose_nucleus', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus', 'background_nucleus', 'reason-S_nucleus', 'contrast', 'root']","['to', 'ensure', 'that', 'the', 'past', 'does', 'not', 'become', 'prologue', '.']",10,30,6,9,8,"['15', '14', '117', '118', '120']","['purpose', 'purpose_nucleus', 'background_nucleus', 'motivation_nucleus', 'motivation_nucleus']",5,5
